,Fecha,Valor_oficial,Valor_blue,Brecha,Brecha %,Variacion brecha,Volat. % blue,Volat. $ blue,Volat. % oficial,Volat. $ oficial,Día,Semana,Periodo,Año
234,2022-07-19 00:00:00,129.13,301.0,171.87,133.098,9.77000000000001,3.436%,10.0,0.178%,0.23,1,29,202207,2022
235,2022-07-20 00:00:00,129.39,317.0,187.61,144.996,15.740000000000009,5.316%,16.0,0.201%,0.26,2,29,202207,2022
236,2022-07-21 00:00:00,129.61,337.0,207.39,160.011,19.779999999999973,6.309%,20.0,0.17%,0.22,3,29,202207,2022
237,2022-07-22 00:00:00,129.76,338.0,208.24,160.481,0.8500000000000227,0.297%,1.0,0.116%,0.15,4,29,202207,2022
238,2022-07-25 00:00:00,130.4,322.0,191.6,146.933,-16.640000000000015,-4.734%,-16.0,0.493%,0.64,0,30,202207,2022
239,2022-07-26 00:00:00,130.62,323.0,192.38,147.282,0.7800000000000011,0.311%,1.0,0.169%,0.22,1,30,202207,2022
240,2022-07-27 00:00:00,130.89,326.0,195.11,149.064,2.730000000000018,0.929%,3.0,0.207%,0.27,2,30,202207,2022
241,2022-07-28 00:00:00,131.13,314.0,182.87,139.457,-12.240000000000009,-3.681%,-12.0,0.183%,0.24,3,30,202207,2022
242,2022-07-29 00:00:00,131.23,296.0,164.77,125.558,-18.099999999999994,-5.732%,-18.0,0.076%,0.1,4,30,202207,2022
243,2022-08-01 00:00:00,131.94,282.0,150.06,113.734,-14.710000000000008,-4.73%,-14.0,0.541%,0.71,0,31,202208,2022
244,2022-08-02 00:00:00,132.18,291.0,158.82,120.154,8.759999999999991,3.191%,9.0,0.182%,0.24,1,31,202208,2022
245,2022-08-03 00:00:00,132.41,298.0,165.59,125.059,6.77000000000001,2.405%,7.0,0.174%,0.23,2,31,202208,2022
